Reference_ID,Received_At,University,Caller_Name,Outcome_1,Remark,Campaign_ID,Escalation_Required
421860,2024-06-25 17:46:20,Illinois Institute of Technology,Rudra,Will confirm later,has HND,FA24IP,No
399071,2024-06-25 17:47:04,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
401601,2024-06-25 17:48:01,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
401925,2024-06-25 17:48:26,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
436188,2024-06-25 17:49:40,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
451454,2024-06-25 17:49:44,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
431061,2024-06-25 17:51:05,Illinois Institute of Technology,Prajwal,Wrong number,No Remark,FA24IP,No
447681,2024-06-25 17:57:06,Illinois Institute of Technology,Palak,Wrong number,No Remark,FA24IP,No
436192,2024-06-25 17:58:57,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
436337,2024-06-25 18:01:06,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
461841,2024-06-25 18:07:44,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
422588,2024-06-25 18:11:27,Illinois Institute of Technology,Rudra,Disconnected,No Remark,FA24IP,No
461952,2024-06-25 18:14:54,Illinois Institute of Technology,Rudra,Will confirm later,not able to pay for scholaro report,FA24IP,No
464362,2024-06-25 18:15:46,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
462236,2024-06-25 18:19:22,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
455689,2024-06-25 18:21:25,Illinois Institute of Technology,Rudra,Not interested to IIT,"Not attending Illinois Tech, going to a higher ranked university",FA24IP,No
460326,2024-06-25 18:23:00,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
466217,2024-06-25 18:33:04,Illinois Institute of Technology,Rudra,Disconnected,No Remark,FA24IP,No
425211,2024-06-25 18:37:10,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
421081,2024-06-25 18:40:24,Illinois Institute of Technology,Rudra,Will confirm later,don't have EPT score card,FA24IP,No
426642,2024-06-25 18:41:13,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
429236,2024-06-25 18:44:07,Illinois Institute of Technology,Rudra,Disconnected,No Remark,FA24IP,No
462479,2024-06-25 18:44:51,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
462575,2024-06-25 18:45:44,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
462184,2024-06-25 18:48:12,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
462047,2024-06-25 18:51:42,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
462111,2024-06-25 19:00:40,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
462348,2024-06-25 19:04:16,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
463164,2024-06-25 19:08:21,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
462269,2024-06-25 19:09:36,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
463393,2024-06-25 19:12:36,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
462326,2024-06-25 19:14:07,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
463389,2024-06-25 19:15:37,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
462751,2024-06-25 19:15:45,Illinois Institute of Technology,Prajwal,Disconnected,No Remark,FA24IP,No
462750,2024-06-25 19:16:40,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
462766,2024-06-25 19:18:39,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
463400,2024-06-25 19:19:44,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
462780,2024-06-25 19:19:51,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
462795,2024-06-25 19:21:09,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
463673,2024-06-25 19:25:01,Illinois Institute of Technology,Rudra,Completed application,Already have submitted all the required Documents,FA24IP,Yes
462764,2024-06-25 19:25:09,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
462716,2024-06-25 19:28:44,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
462827,2024-06-25 19:33:25,Illinois Institute of Technology,Prajwal,Completed application,Already have submitted all the required Documents,FA24IP,Yes
462741,2024-06-25 19:36:19,Illinois Institute of Technology,Prajwal,Completed application,Already have submitted all the required Documents,FA24IP,Yes
462059,2024-06-25 19:37:20,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
464327,2024-06-25 19:43:29,Illinois Institute of Technology,Rudra,Completed application,Already have submitted all the required Documents,FA24IP,Yes
463076,2024-06-25 19:44:14,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
461855,2024-06-25 19:47:47,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
463017,2024-06-25 19:48:17,Illinois Institute of Technology,Rudra,Will confirm later,still waiting for some documents,FA24IP,No
463510,2024-06-25 19:51:33,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
464933,2024-06-25 19:52:07,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
465110,2024-06-25 19:52:37,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
463499,2024-06-25 19:52:52,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
463650,2024-06-25 19:54:00,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
463624,2024-06-25 19:55:49,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
463638,2024-06-25 19:56:47,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
465306,2024-06-25 19:58:09,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
463656,2024-06-25 19:59:08,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
441790,2024-06-25 20:00:20,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
464916,2024-06-25 20:00:22,Illinois Institute of Technology,Prajwal,Wrong number,No Remark,FA24IP,No
401624,2024-06-25 20:01:54,Illinois Institute of Technology,Rudra,Disconnected,No Remark,FA24IP,No
401532,2024-06-25 20:02:32,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
464969,2024-06-25 20:06:34,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
462134,2024-06-25 20:11:14,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
404238,2024-06-25 20:11:20,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
465100,2024-06-25 20:12:07,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
465215,2024-06-25 20:14:14,Illinois Institute of Technology,Rudra,Not interested to IIT,"Not attending Illinois Tech, going to a higher ranked university",FA24IP,No
465567,2024-06-25 20:17:35,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
454946,2024-06-25 20:17:52,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
465654,2024-06-25 20:19:13,Illinois Institute of Technology,Rudra,Completed application,Already have submitted all the required Documents,FA24IP,Yes
462678,2024-06-25 20:20:02,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
454708,2024-06-25 20:21:03,Illinois Institute of Technology,Prajwal,Voicemail,No Remark,FA24IP,No
401890,2024-06-25 20:22:34,Illinois Institute of Technology,Rudra,Not interested to IIT,"Not attending Illinois Tech, going to a higher ranked university",FA24IP,No
412861,2024-06-25 20:23:23,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
416603,2024-06-25 20:24:21,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
463819,2024-06-25 20:24:43,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
417220,2024-06-25 20:28:06,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
446641,2024-06-25 20:30:10,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
417460,2024-06-25 20:32:08,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
427712,2024-06-25 20:34:23,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
456947,2024-06-25 20:39:29,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
452971,2024-06-25 20:43:25,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
463623,2024-06-25 20:44:20,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
457303,2024-06-25 20:48:07,Illinois Institute of Technology,Prajwal,Reschedule,he was not their at the moment,FA24IP,No
460076,2024-06-25 20:50:20,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
462591,2024-06-25 20:52:48,Illinois Institute of Technology,Rudra,Not interested to IIT,"Not attending Illinois Tech, going to a higher ranked university",FA24IP,No
411167,2024-06-25 20:53:54,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
461523,2024-06-25 20:56:17,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
441872,2024-06-25 20:56:20,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
462523,2024-06-25 20:58:22,Illinois Institute of Technology,Rudra,Completed application,Already have submitted all the required Documents,FA24IP,No
463267,2024-06-25 20:59:04,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
451851,2024-06-25 20:59:51,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
454164,2024-06-25 21:02:21,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
463453,2024-06-25 21:03:42,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
463398,2024-06-25 21:07:33,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
463449,2024-06-25 21:08:12,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
441465,2024-06-25 21:08:18,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
463968,2024-06-25 21:11:05,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
463960,2024-06-25 21:13:34,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
463863,2024-06-25 21:14:51,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
463810,2024-06-25 21:17:40,Illinois Institute of Technology,Rudra,Completed application,Already have submitted all the required Documents but still showing incomplete application,FA24IP,Yes
436306,2024-06-25 21:21:39,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
436797,2024-06-25 21:25:43,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
437063,2024-06-25 21:28:03,Illinois Institute of Technology,Rudra,Not interested to IIT,personal issue,FA24IP,No
437082,2024-06-25 21:31:55,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
443153,2024-06-25 21:31:57,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
438473,2024-06-25 21:32:56,Illinois Institute of Technology,Rudra,Wrong number,No Remark,FA24IP,No
432762,2024-06-25 21:33:41,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
411131,2024-06-25 21:34:49,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
438905,2024-06-25 21:35:09,Illinois Institute of Technology,Rudra,Completed application,Already have submitted all the required Documents,FA24IP,Yes
417253,2024-06-25 21:36:23,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
428399,2024-06-25 21:37:11,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
401180,2024-06-25 21:39:31,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
438905,2024-06-25 21:41:04,Illinois Institute of Technology,Rudra,Completed application,Already have submitted all the required Documents,FA24IP,Yes
417430,2024-06-25 21:42:56,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
412870,2024-06-25 21:46:59,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
434102,2024-06-25 21:47:51,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
424444,2024-06-25 21:49:28,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
463732,2024-06-25 21:50:53,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
411176,2024-06-25 21:52:07,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
406518,2024-06-25 21:54:03,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
421311,2024-06-25 21:54:50,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
402165,2024-06-25 21:55:41,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
403448,2024-06-25 21:58:30,Illinois Institute of Technology,Prajwal,Not interested to IIT,Due to some Reason he is just not Interested,FA24IP,No
398947,2024-06-25 21:59:48,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
415572,2024-06-25 22:00:59,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
404408,2024-06-25 22:04:12,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
421071,2024-06-25 22:05:09,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
413714,2024-06-25 22:06:08,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
415825,2024-06-25 22:07:27,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
437063,2024-06-25 22:08:21,Illinois Institute of Technology,Rudra,Not interested to IIT,personal issue,FA24IP,No
418562,2024-06-25 22:09:23,Illinois Institute of Technology,Prajwal,Reschedule,he was busy at the moment,FA24IP,No
399240,2024-06-25 22:10:21,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
402669,2024-06-25 22:14:25,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
411132,2024-06-26 10:13:22,Illinois Institute of Technology,Palak,Not interested to IIT,No willing to finalize,FA24IP,No
415031,2024-06-26 10:15:37,Illinois Institute of Technology,Palak,Not connected,Out of network,FA24IP,No
418519,2024-06-26 10:20:39,Illinois Institute of Technology,Palak,Not connected,No naswer,FA24IP,No
432737,2024-06-26 10:22:40,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
421679,2024-06-26 10:26:53,Illinois Institute of Technology,Palak,Will confirm later,Will lets us know,FA24IP,No
421887,2024-06-26 10:28:30,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
422049,2024-06-26 10:33:09,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
422584,2024-06-26 10:37:01,Illinois Institute of Technology,Palak,Will Submit the docx,Will start the application,FA24IP,No
422644,2024-06-26 10:39:09,Illinois Institute of Technology,Palak,Will Submit the docx,Will do it,FA24IP,No
426595,2024-06-26 10:40:27,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
404007,2024-06-26 10:41:50,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
428476,2024-06-26 10:43:09,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
415783,2024-06-26 10:44:23,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
428676,2024-06-26 10:47:09,Illinois Institute of Technology,Palak,Disconnected,unable to understand English,FA24IP,No
428192,2024-06-26 10:49:08,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
430270,2024-06-26 10:51:07,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
461741,2024-06-26 10:52:29,Illinois Institute of Technology,Palak,Not connected,No Answer,FA24IP,No
461868,2024-06-26 10:53:55,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
461886,2024-06-26 10:57:46,Illinois Institute of Technology,Palak,Will confirm later,Will lets us know,FA24IP,No
461886,2024-06-26 10:59:14,Illinois Institute of Technology,Palak,Will confirm later,Lets us know,FA24IP,No
462172,2024-06-26 11:03:08,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
462123,2024-06-26 11:05:07,Illinois Institute of Technology,Palak,Want to defer,Want to defer to 2025,FA24IP,No
462045,2024-06-26 11:08:26,Illinois Institute of Technology,Palak,Not interested to IIT,Got the admit in other university,FA24IP,No
462215,2024-06-26 11:10:51,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
461910,2024-06-26 11:12:16,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
461910,2024-06-26 11:13:39,Illinois Institute of Technology,Palak,Will Submit the docx,Will complete,FA24IP,No
447178,2024-06-26 11:16:13,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
454634,2024-06-26 11:19:27,Illinois Institute of Technology,Palak,Wrong number,wrong number,FA24IP,No
430922,2024-06-26 11:20:35,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
430225,2024-06-26 11:22:00,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
431537,2024-06-26 11:23:43,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
431279,2024-06-26 11:25:35,Illinois Institute of Technology,Palak,Not interested to IIT,Got admit in other university,FA24IP,No
431591,2024-06-26 11:28:00,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
432240,2024-06-26 11:29:51,Illinois Institute of Technology,Palak,Not interested to IIT,withdrawn the application,FA24IP,No
432453,2024-06-26 11:31:17,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
432453,2024-06-26 11:32:37,Illinois Institute of Technology,Palak,Will Submit the docx,Will submit the documents,FA24IP,No
411951,2024-06-26 11:34:20,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
433536,2024-06-26 11:35:46,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
446028,2024-06-26 11:37:39,Illinois Institute of Technology,Palak,Will Submit the docx,Will lets us know,FA24IP,No
430228,2024-06-26 11:39:21,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
435817,2024-06-26 11:40:37,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
433497,2024-06-26 11:42:57,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
459950,2024-06-26 11:44:50,Illinois Institute of Technology,Palak,Will Submit the docx,will lets us know,FA24IP,No
460121,2024-06-26 11:48:03,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
460736,2024-06-26 11:49:42,Illinois Institute of Technology,Palak,Will Submit the docx,Will use the code,FA24IP,No
403802,2024-06-26 11:52:51,Illinois Institute of Technology,Palak,Not interested to IIT,Got admit in other university,FA24IP,No
407205,2024-06-26 11:54:07,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
455314,2024-06-26 11:55:09,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
451529,2024-06-26 11:59:04,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
421065,2024-06-26 12:00:10,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
463890,2024-06-26 12:01:24,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
463862,2024-06-26 12:02:24,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
466003,2024-06-26 12:07:07,Illinois Institute of Technology,Palak,Disconnected,No answer,FA24IP,No
464379,2024-06-26 12:08:00,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
427195,2024-06-26 12:08:54,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
461689,2024-06-26 12:10:23,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
461908,2024-06-26 12:12:26,Illinois Institute of Technology,Palak,Completed application,Alredy complete the application,FA24IP,No
436001,2024-06-26 12:15:48,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
428383,2024-06-26 12:16:42,Illinois Institute of Technology,Palak,Not connected,No Answer,FA24IP,No
424824,2024-06-26 12:19:35,Illinois Institute of Technology,Palak,Will Submit the docx,Will start the application,FA24IP,No
465257,2024-06-26 12:21:31,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
433691,2024-06-26 12:22:42,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
445927,2024-06-26 12:23:39,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
424961,2024-06-26 12:26:06,Illinois Institute of Technology,Palak,Disconnected,No Remark,FA24IP,No
459523,2024-06-26 12:27:33,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
464562,2024-06-26 12:39:00,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
466532,2024-06-26 12:40:48,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
400803,2024-06-26 12:42:25,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
452014,2024-06-26 12:44:24,Illinois Institute of Technology,Palak,Will Submit the docx,Will Use the code,FA24IP,No
428810,2024-06-26 12:46:36,Illinois Institute of Technology,Palak,Completed application,Will submit the document,FA24IP,No
436810,2024-06-26 12:48:13,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
438830,2024-06-26 12:50:37,Illinois Institute of Technology,Palak,Will Submit the docx,will start for spring,FA24IP,No
436164,2024-06-26 12:52:16,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
445399,2024-06-26 12:53:31,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
430063,2024-06-26 12:54:34,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
445978,2024-06-26 12:55:49,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
445980,2024-06-26 13:00:18,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
448243,2024-06-26 13:15:22,Illinois Institute of Technology,Palak,Not connected,Switch off,FA24IP,No
448270,2024-06-26 13:17:49,Illinois Institute of Technology,Palak,Will Submit the docx,Will submit it by today or tomorrow,FA24IP,No
448249,2024-06-26 13:32:08,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
449107,2024-06-26 13:39:42,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
451480,2024-06-26 13:47:37,Illinois Institute of Technology,Palak,Will Submit the docx,Will use the code,FA24IP,No
454550,2024-06-26 13:51:03,Illinois Institute of Technology,Palak,Will Submit the docx,Finding some issue in submitting the application,FA24IP,Yes
422617,2024-06-26 13:53:23,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
456618,2024-06-26 13:54:48,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
431843,2024-06-26 13:59:12,Illinois Institute of Technology,Palak,Will Submit the docx,Will use the code,FA24IP,No
411203,2024-06-26 14:00:22,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
411201,2024-06-26 14:03:53,Illinois Institute of Technology,Palak,Will Submit the docx,Will use the code,FA24IP,No
414623,2024-06-26 14:09:00,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
420501,2024-06-26 14:10:13,Illinois Institute of Technology,Palak,Wrong number,No Remark,FA24IP,No
428438,2024-06-26 14:11:21,Illinois Institute of Technology,Palak,Not connected,No Answer,FA24IP,No
456694,2024-06-26 14:12:59,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
428030,2024-06-26 14:14:25,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
438869,2024-06-26 14:16:09,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
428380,2024-06-26 14:17:11,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
461239,2024-06-26 14:19:09,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
463822,2024-06-26 14:19:53,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
445325,2024-06-26 14:33:33,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
436144,2024-06-26 14:35:20,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
457572,2024-06-26 14:37:15,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
439928,2024-06-26 14:38:58,Illinois Institute of Technology,Palak,Not connected,Switch off,FA24IP,No
455724,2024-06-26 14:43:38,Illinois Institute of Technology,Palak,Will Submit the docx,Need further support,FA24IP,Yes
403496,2024-06-26 14:51:43,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
401586,2024-06-26 14:53:16,Illinois Institute of Technology,Rudra,Disconnected,No Remark,FA24IP,No
455724,2024-06-26 14:57:15,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24IP,No
465632,2024-06-26 14:58:21,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
429606,2024-06-26 15:01:57,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
428256,2024-06-26 15:02:44,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
429999,2024-06-26 15:03:32,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
427257,2024-06-26 15:03:57,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
437213,2024-06-26 15:05:54,Illinois Institute of Technology,Palak,Not connected,No answer,FA24IP,No
431569,2024-06-26 15:06:29,Illinois Institute of Technology,Rudra,Reschedule,No Remark,FA24IP,No
438371,2024-06-26 15:08:02,Illinois Institute of Technology,Palak,Wrong number,No Remark,FA24IP,No
447782,2024-06-26 15:10:37,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24IP,No
426611,2024-06-26 15:12:22,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
432545,2024-06-26 15:13:19,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24IP,No
464527,2024-06-26 15:27:15,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
463407,2024-06-26 15:28:05,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
432686,2024-06-26 15:34:01,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
465154,2024-06-26 15:35:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
463408,2024-06-26 15:36:03,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24IP,No
403826,2024-06-26 15:39:15,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24IP,No
423244,2024-06-26 15:41:13,Illinois Institute of Technology,Rudra,Disconnected,No Remark,FA24IP,No
463895,2024-06-26 15:42:46,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
415594,2024-06-26 15:47:01,Illinois Institute of Technology,Rudra,Disconnected,No Remark,FA24IP,No
463282,2024-06-26 15:47:32,Illinois Institute of Technology,Prajwal,Completed application,Already have submitted all the required documents,FA24IP,Yes
463100,2024-06-26 15:51:33,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24IP,No
